1735,1657,1660,1814,52,0
1735,1657,1688,21556,1
1735,1657,1668,756447,2
1735,1657,1688,128926,3
1735,1657,1668,60683,4
1735,1657,1706,362696,5
1735,1657,1668,51699,6
1735,1657,1660,1814,248323,7
1735,1657,1668,60683,4,8
1735,1657,1660,1814,199288,9
1735,1657,1660,56442,51246,10
1735,1657,1688,80681,11
1735,1657,1658,174205,773041,12
1735,1657,1668,154169,13
1735,1657,1668,51699,188807,14
1735,1657,1668,60683,4,15
1735,1657,1665,59014,58979,16
1735,1657,1688,31347,17
1735,1657,1660,25264,188803,18
1735,1657,1694,19
1735,1657,1658,71604,71596,20
1735,1657,1658,662113,138805,21
1735,1657,1680,380916,22
1735,1657,1658,641119,151994,23
1735,1657,1660,25264,193399,24
1735,1657,1668,60683,232170,25
1735,1657,1706,367682,26
1735,1657,1668,60683,4,27
1735,1657,1688,31347,28
1735,1657,1660,25264,12647,29
1735,1657,1692,450210,477807,30
1735,1657,1698,269853,31
1735,1657,1698,27383,32
1735,1657,1661,27086,200727,33
1735,1657,1661,35567,85450,34
1735,1657,1678,22982,2568442,35
1735,1657,1680,69504,36
1735,1657,1661,59273,193134,37
1735,1657,1694,29521,38
1735,1657,1706,34957,39
1735,1657,1661,8671,138737,40
1735,1657,1661,160023,132483,41
1735,1657,1665,55275,775326,42
1735,1657,1661,135285,424906,43
1735,1657,1677,53572,187817,44
1735,1657,1658,244810,33447,45
1735,1657,1694,29521,38,46
1735,1657,1665,373062,823676,47
1735,1657,1665,445844,50808,48
1735,1657,1661,8671,151561,49
1735,1657,1661,492379,726767,50
1735,1657,1665,716865,1230359,51
1735,1657,1660,1814,52
1735,1657,1658,253213,20209,53
1735,1657,1660,675854,54
1735,1657,1665,49920,720319,55
1735,1657,1668,956151,139301,56
1735,1657,1665,46045,2718548,58,57
1735,1657,1665,46045,2718548,58
1735,1657,1665,46045,298588,2599785,59
1735,1657,1665,46045,298588,2599785,59,60
1735,1657,1664,349432,454615,61
1735,1657,1661,135285,62
1735,1657,1660,1814,52,63
1735,1657,1661,325519,64
1735,1657,1680,140720,65
1735,1657,1665,455636,66
1735,1657,1660,1814,52,67
1735,1657,1660,1216,14318,116422,68
1735,1657,1670,61780,69
1735,1657,1660,888429,999402,70
1735,1657,1693,35193,166139,71
1735,1657,1668,60683,4,72
1735,1657,1667,50464,296610,73
1735,1657,1694,84740,74
1735,1657,1664,14746,2662,75
1735,1657,1680,366170,120905,715820,76

1735,1657,1670,64638,325150,78
1735,1657,1665,79657,399745,79
1735,1657,1668,60683,4,80
1735,1657,1660,25264,211509,81
1735,1657,1666,13495,82
1735,1657,1661,91086,6935,83
1735,1657,1661,8671,116639,84
1735,1657,1680,140112,140089,85
1735,1657,1668,297401,177775,86
1735,1657,1679,639317,87
1735,1657,1680,272029,88
1735,1657,1668,13812,249639,89
1735,1657,1698,27383,90
1735,1657,1666,541004,116063,91
1735,1657,1664,14746,302511,92
1735,1657,1665,1267256,93
1735,1657,1689,25176,1952152,1922916,94
1735,1657,1694,204,95
1735,1657,1665,73705,356590,96
1735,1657,1660,1814,369769,97
1735,1657,1668,48141,98
1735,1657,1694,238569,99
1735,1657,1658,133705,133701,100
1735,1657,1661,35567,101
1735,1657,1668,62582,62425,102
1735,1657,1678,80361,735369,103
1735,1657,1668,52814,1216261,104
1735,1657,1660,1814,90595,105
1735,1657,1680,159831,106
1735,1657,1660,18351,79576,107
1735,1657,1661,8671,33641,108
1735,1657,1661,8671,355268,109
1735,1657,1677,197537,110
1735,1657,1660,25035,23517,111
1735,1657,1665,66595,48207,112
1735,1657,1706,220365,113
1735,1657,1677,83665,114
1735,1657,1668,217136,3436,115
1735,1657,1660,1216,357027,116
1735,1657,1703,22312,117
1735,1657,1670,25401,17942,118
1735,1657,1661,8671,129428,119
1735,1657,1680,58996,150,120
1735,1657,1660,71342,657888,121
1735,1657,1658,282735,320260,122
1735,1657,1660,25264,42695,123
1735,1657,1666,13510,124
1735,1657,1660,25264,338172,125
1735,1657,1680,71031,126
1735,1657,1668,348506,127
1735,1657,1658,253213,20209,128
1735,1657,1664,213194,129
1735,1657,1706,70792,130
1735,1657,1660,71342,131
1735,1657,1658,244810,34009,132
1735,1657,1660,222304,362829,133
1735,1657,1660,1814,134
1735,1657,1660,1814,52067,135
1735,1657,1661,64845,439156,136
1735,1657,1660,25264,279002,137
1735,1657,1685,9170,138
1735,1657,1694,204,95,139
1735,1657,1680,3376,140
1735,1657,1668,51715,351261,141
1735,1657,1661,68702,78884,142
1735,1657,1660,1336317,193190,143
1735,1657,1661,8671,116639,144
1735,1657,1668,45389,18803,145
1735,1657,1698,3250,146
1735,1657,1660,25035,50040,147
1735,1657,1661,8671,129323,148
1735,1657,1664,349432,740744,149
1735,1657,1680,58996,150
1735,1657,1668,66526,281461,151
1735,1657,1692,43438,152
1735,1657,1659,366545,9542,153
1735,1657,1694,15285,154
1735,1657,1666,2687,8501,155
1735,1657,1694,204,95,156
1735,1657,1694,204,95,157
1735,1657,1692,43438,158
1735,1657,1680,74496,159
1735,1657,1661,91086,6935,160
1735,1657,1668,43175,161
1735,1657,1658,542142,162
1735,1657,1694,204,95,163
1735,1657,1660,66181,171,164
1735,1657,1664,68453,60471,165
1735,1657,1685,9170,166
1735,1657,1668,1178249,167
1735,1657,1666,168
1735,1657,1660,1814,14065,169
1735,1657,1660,144597,16920,170
1735,1657,1660,66181,171
1735,1657,1694,204,95,172
1735,1657,1694,204,95,173
1735,1657,1660,33377,639506,174

1735,1657,1660,25035,19162,176
1735,1657,1660,675854,137438,177
1735,1657,1668,52814,1216261,104,178
1735,1657,1658,141064,138443,179
1735,1657,1689,35603,180
1735,1657,1668,649896,351160,181
1735,1657,1668,44359,1271445,182
1735,1657,1660,1814,161568,183
